sequence,chatgpt_4.5-formula,chatgpt_4.5-formula-eval,chatgpt_4.5-formula-correctness,chatgpt_4.5-formula-copy_seq,chatgpt_4.5-formula-ordinal,deepseek-formula,deepseek-formula-eval,deepseek-formula-correctness,deepseek-formula-copy_seq,deepseek-formula-ordinal,claude_3.7-formula,claude_3.7-formula-eval,claude_3.7-formula-correctness,claude_3.7-formula-copy_seq,claude_3.7-formula-ordinal,grok_3-formula,grok_3-formula-eval,grok_3-formula-correctness,grok_3-formula-copy_seq,grok_3-formula-ordinal,qwen-formula,qwen-formula-eval,qwen-formula-correctness,qwen-formula-copy_seq,qwen-formula-ordinal,gpt_o1-program,gpt_o1-program-print,gpt_o1-program-correctness,gpt_4o-program,gpt_4o-program-print,gpt_4o-program-correctness,gpt_o1-formula,gpt_o1-formula-correctness,gpt_o1-formula-copy_seq,gpt_o1-formula-ordinal,gpt_4o-formula,gpt_4o-formula-eval,gpt_4o-formula-correctness,gpt_4o-formula-ordinal,gpt_4o-formula-copy_seq,claude_3.5-program,claude_3.5-program-print,claude_3.5-program-correctness,claude_3.5-formula,claude_3.5-formula-eval,claude_3.5-formula-ordinal,claude_3.5-formula-correctness,claude_3.5-formula-copy_seq,gpt_4o_mini-program,gpt_4o_mini-formula,gpt_4o_mini-program-print,gpt_4o_mini-program-correctness,gpt_4o_mini-formula-correctness,gpt_4o_mini-formula-ordinal,gpt_4o_mini-formula-copy_seq,cursor_small-program,cursor_small-program-correctness,cursor_small-program-print,cursor_small-formula,cursor_small-formula-eval,cursor_small-formula-correctness,cursor_small-formula-ordinal,cursor_small-formula-copy_seq,gemini-program,gemini-program-correctness,gemini-program-print,gemini-formula,gemini-formula-eval,gemini-formula-correctness,gemini-formula-ordinal,gemini-formula-copy_seq,meta-program,meta-program-print,meta-program-correctness,meta-formula,meta-ai-formula-eval,meta-formula-correctness,meta-formula-ordinal,meta-formula-copy_seq,o1_mini-program,o1_mini-program-correctness,o1_mini-program-print,o1_mini-formula,o1_mini-formula-eval,o1_mini-formula-correctness,o1_mini-formula-ordinal,o1_mini-formula-copy_seq,o1_preview-program,o1_preview-program-correctness,o1_preview-program-print,o1_preview-formula,o1_preview-formula-ordinal,o1_preview-formula-eval,o1_preview-formula-correctness,o1_preview-formula-copy_seq,mistral-program,mistral-program-print,mistral-program-correctness,mistral-formula,mistral-formula-eval,mistral-formula-copy_seq,mistral-formula-ordinal,mistral-formula-correctness
"1,0,0,1,1,0,1,0,0,0,1,0","[""[int(i in [0,3,4,6,10]) for i in range(12)]""],","1,0,0,1,1,0,1,0,0,0,1,0",True,False,True,"[1,0,0,1,1,0,1,0,0,0,1,0]","1,0,0,1,1,0,1,0,0,0,1,0",True,True,False,"a(n) = [n in {0,3,4,6,10}] ? 1 : 0 for n=0..11,","1,0,0,1,1,0,1,0,0,0,1,0",True,False,True,x^11 + x^6 + x^5 + x^3 + x^0,"1,0,0,1,0,1,1,0,0,0,0,1",False,False,True,"[1,0,0,1,1,0,1,0,0,0,1,0]","1,0,0,1,1,0,1,0,0,0,1,0",True,True,False,*not found,False,False,"1,0,0,1,1,0,1,0,0,0,1,0",True,True,*not found,False,False,False,f(n) = (n % 5 == 1) ? 1 : 0,"0,1,0,0,1,0,0,1,0,0,1,0",False,False,False,"print([1,0,0,1,1,0,1,0,0,0,1,0])",True,True,f(n) = (n == 3 || n == 4 || n == 6 || n == 10),"0,0,0,1,1,0,1,0,0,0,1,0",True,False,False,"print(""100110000010"")","1,0,0,1,1,0,1,0,0,0,1,0",True,True,True,False,True,"print(""100110000010"")",True,True,"1,0,0,1,1,0,1,0,0,0,1,0","1,0,0,1,1,0,1,0,0,0,1,0",True,False,True,"print(1,0,0,1,1,0,1,0,0,0,1,0)",True,True,"1,0,0,1,1,0,1,0,0,0,1,0","1,0,0,1,1,0,1,0,0,0,1,0",True,False,True,"print([1,0,0,1,1,0,1,0,0,0,1,0])",True,True,y = |x mod 4 - 1|,"1,0,0,1,1,0,0,1,1,0,0,1",False,False,False,"print(""100110000010"")",True,True,"f__(n) = 1 if n _ {4,5,7,11}; else 0","0,0,0,1,1,0,1,0,0,0,1,0",False,True,False,"print([1,0,0,1,1,0,1,0,0,0,1,0])",True,True,"s(n)=1_if_n_in_[0,3,4,6,11]_else_0",True,"1,0,0,1,1,0,1,0,0,0,0,1",False,False,"print([1,0,0,1,1,0,1,0,0,0,1,0])",True,True,"[1,0,0,1,1,0,1,0,0,0,1,0]","1,0,0,1,1,0,1,0,0,0,1,0",True,False,True
"0,1,1,1,0,1,1,0,1,1,0,1","[""[int(i in [1,2,3,5,6,8,9,11]) for i in range(12)]""],","0,1,1,1,0,1,1,0,1,1,0,1",True,False,True,"[0,1,1,1,0,1,1,0,1,1,0,1]","0,1,1,1,0,1,1,0,1,1,0,1",True,True,False,"a(n) = [n in {1,2,3,5,6,8,9,10}] ? 1 : 0 for n=0..11,","0,1,1,1,0,1,1,0,1,1,1,0",False,False,True,x^11 + x^9 + x^8 + x^6 + x^5 + x^3 + x^0,"1,0,0,1,0,1,1,0,1,1,0,1",False,False,True,"[0,1,1,1,0,1,1,0,1,1,0,1]","0,1,1,1,0,1,1,0,1,1,0,1",True,True,False,*not found,False,False,"0,1,1,1,0,1,1,0,1,1,0,1",True,True,*not found,False,False,False,f(n) = (n % 6 == 2) ? 1 : 0,"0,0,1,0,0,0,1,0,0,1,0,0",False,False,False,"print([0,1,1,1,0,1,1,0,1,1,0,1])",True,True,f(n) = (n + 1) mod 3 != 0 && n != 4,"1,1,0,1,0,0,1,1,0,1,1,0",False,False,False,"print(""011011101101"")","0,1,1,1,0,1,1,0,1,1,0,1",True,True,True,False,True,"print(""011011101101"")",True,True,"0,1,1,1,0,1,1,0,1,1,0,1","0,1,1,1,0,1,1,0,1,1,0,1",True,False,True,"print(0,1,1,1,0,1,1,0,1,1,0,1)",True,True,"0,1,1,1,0,1,1,0,1,1,0,1","0,1,1,1,0,1,1,0,1,1,0,1",True,False,True,"print([0,1,1,1,0,1,1,0,1,1,0,1])",True,True,y = |x mod 5 - 2|,"0,1,1,0,0,1,1,0,0,1,1,0",False,False,False,"print(""011011101101"")",True,True,"f__(n) = 1 if n _ {2,3,4,6,7,9,11}; else 0","0,1,1,1,0,1,1,0,1,0,1,0",False,True,False,"print([0,1,1,1,0,1,1,0,1,1,0,1])",True,True,"s(n)=1_if_n_in_[1,2,3,5,6,8,9,11]_else_0",True,"0,1,1,1,0,1,1,0,1,0,0,1",False,False,"print([0,1,1,1,0,1,1,0,1,1,0,1])",True,True,"[0,1,1,1,0,1,1,0,1,1,0,1]","0,1,1,1,0,1,1,0,1,1,0,1",True,False,True
"1,0,1,0,0,1,0,1,0,1,1,1","[""[int(i in [0,2,5,7,9,10,11]) for i in range(12)]""],","1,0,1,0,0,1,0,1,0,1,1,1",True,False,True,"[1,0,1,0,0,1,0,1,0,1,1,1]","1,0,1,0,0,1,0,1,0,1,1,1",True,True,False,"a(n) = [n in {0,2,4,5,7,9,10,11}] ? 1 : 0 for n=0..11,","1,0,1,0,1,1,0,1,0,1,1,1",False,False,True,x^11 + x^9 + x^6 + x^4 + x^2 + x^1 + x^0,"1,1,1,0,1,0,1,0,0,1,0,1",False,False,True,"[1,0,1,0,0,1,0,1,0,1,1,1]","1,0,1,0,0,1,0,1,0,1,1,1",True,True,False,*not found,False,False,"1,0,1,0,0,1,0,1,0,1,1,1",True,True,*not found,False,False,False,f(n) = (n % 3 == 1) ? 1 : 0,"0,1,0,1,0,1,0,1,0,1,0,1",False,False,False,"print([1,0,1,0,0,1,0,1,0,1,1,1])",True,True,f(n) = n mod 2 == 0 && n > 5,"0,0,0,0,0,0,1,0,1,0,1,0",False,False,False,"print(""101001010111"")","1,0,1,0,0,1,0,1,0,1,1,1",True,True,True,False,True,"print(""101001010111"")",True,True,"1,0,1,0,0,1,0,1,0,1,1,1","1,0,1,0,0,1,0,1,0,1,1,1",True,False,True,"print(1,0,1,0,0,1,0,1,0,1,1,1)",True,True,"1,0,1,0,0,1,0,1,0,1,1,1","1,0,1,0,0,1,0,1,0,1,1,1",True,False,True,"print([1,0,1,0,0,1,0,1,0,1,1,1])",True,True,y = |x mod 4 - 3| + |x mod 3 - 1|,"0,1,2,2,0,1,2,2,0,1,2,2",False,False,False,"print(""101001010111"")",True,True,"f__(n) = 1 if n _ {1,3,6,8,10,11,12}; else 0","1,0,1,0,0,1,0,1,0,1,1,1",True,True,False,"print([1,0,1,0,0,1,0,1,0,1,1,1])",True,True,"s(n)=1_if_n_in_[0,2,5,7,9,10,11]_else_0",True,"1,0,1,0,0,1,0,1,0,1,1,1",True,False,"print([1,0,1,0,0,1,0,1,0,1,1,1])",True,True,"[1,0,1,0,0,1,0,1,0,1,1,1]","1,0,1,0,0,1,0,1,0,1,1,1",True,False,True
"0,1,1,0,0,1,1,1,1,0,0,1","[""[int(i in [1,2,5,6,7,8,11]) for i in range(12)]""],","0,1,1,0,0,1,1,1,1,0,0,1",True,False,True,"[0,1,1,0,0,1,1,1,1,0,0,1]","0,1,1,0,0,1,1,1,1,0,0,1",True,True,False,"a(n) = [n in {1,2,5,6,7,8}] ? 1 : 0 for n=0..11,","0,1,1,0,0,1,1,1,1,0,0,0",False,False,True,x^11 + x^9 + x^8 + x^7 + x^5 + x^0,"1,0,0,0,0,1,0,1,1,1,0,1",False,False,True,"[0,1,1,0,0,1,1,1,1,0,0,1]","0,1,1,0,0,1,1,1,1,0,0,1",True,True,False,*not found,False,False,"0,1,1,0,0,1,1,1,1,0,0,1",True,True,*not found,False,False,False,f(n) = (n % 5 == 3) ? 1 : 0,"0,0,0,1,0,0,1,0,0,1,0,0",False,False,False,"print([0,1,1,0,0,1,1,1,1,0,0,1])",True,True,f(n) = (n > 0 && n < 3) || (n > 5 && n < 9),"0,1,1,0,0,0,1,1,1,0,0,0",False,False,False,"print(""011110011001"")","0,1,1,0,0,1,1,1,1,0,0,1",True,True,True,False,True,"print(""011110011001"")",True,True,"0,1,1,0,0,1,1,1,1,0,0,1","0,1,1,0,0,1,1,1,1,0,0,1",True,False,True,"print(0,1,1,0,0,1,1,1,1,0,0,1)",True,True,"0,1,1,0,0,1,1,1,1,0,0,1","0,1,1,0,0,1,1,1,1,0,0,1",True,False,True,"print([0,1,1,0,0,1,1,1,1,0,0,1])",True,True,y = |x mod 12 - 11|,"0,0,0,0,0,0,0,0,0,0,0,1",False,False,False,"print(""011110011001"")",True,True,"f__(n) = 1 if n _ {2,3,6,7,8,9,12}; else 0","0,1,1,0,0,1,1,1,1,0,0,1",True,True,False,"print([0,1,1,0,0,1,1,1,1,0,0,1])",True,True,"s(n)=1_if_n_in_[1,2,5,6,7,8,11]_else_0",True,"0,1,1,0,0,1,1,1,1,0,0,1",True,False,"print([0,1,1,0,0,1,1,1,1,0,0,1])",True,True,"[0,1,1,0,0,1,1,1,1,0,0,1]","0,1,1,0,0,1,1,1,1,0,0,1",True,False,True
"0,0,1,1,1,1,1,0,1,1,1,0","[""[int(i in [2,3,4,5,6,8,9,10]) for i in range(12)]""],","0,0,1,1,1,1,1,0,1,1,1,0",True,False,True,"[0,0,1,1,1,1,1,0,1,1,1,0]","0,0,1,1,1,1,1,0,1,1,1,0",True,True,False,"a(n) = [n in {2,3,4,5,6,8,9,10,11}] ? 1 : 0 for n=0..11,","0,0,1,1,1,1,1,0,1,1,1,1",False,False,True,x^10 + x^9 + x^8 + x^7 + x^6 + x^5 + x^2 + x^1 + x^0,"1,1,1,0,0,1,1,1,1,1,1,0",False,False,True,"[0,0,1,1,1,1,1,0,1,1,1,0]","0,0,1,1,1,1,1,0,1,1,1,0",True,True,False,*not found,False,False,"0,0,1,1,1,1,1,0,1,1,1,0",True,True,*not found,False,False,False,f(n) = (n % 7 == 1) ? 1 : 0,"0,1,0,0,0,0,1,0,0,0,1,0",False,False,False,"print([0,0,1,1,1,1,1,0,1,1,1,0])",True,True,f(n) = (n > 1 && n < 7) || (n > 8),"0,0,1,1,1,1,1,0,0,1,1,1",False,False,False,"print(""001111101110"")","0,0,1,1,1,1,1,0,1,1,1,0",True,True,True,False,True,"print(""001111101110"")",True,True,"0,0,1,1,1,1,1,0,1,1,1,0","0,0,1,1,1,1,1,0,1,1,1,0",True,False,True,"print(0,0,1,1,1,1,1,0,1,1,1,0)",True,True,"0,0,1,1,1,1,1,0,1,1,1,0","0,0,1,1,1,1,1,0,1,1,1,0",True,False,True,"print([0,0,1,1,1,1,1,0,1,1,1,0])",True,True,y = |x mod 5 - 3|,"0,1,2,1,0,1,2,1,0,1,2,1",False,False,False,"print(""001111101110"")",True,True,"f__(n) = 1 if n _ {3,4,5,6,7,9,10,11}; else 0","0,0,1,1,1,1,1,0,1,1,1,0",True,True,False,"print([0,0,1,1,1,1,1,0,1,1,1,0])",True,True,"s(n)=1_if_n_in_[2,3,4,5,6,7,8,9,10,11]_else_0",True,"0,0,1,1,1,1,1,1,1,1,1,1",False,False,"print([0,0,1,1,1,1,1,0,1,1,1,0])",True,True,"[0,0,1,1,1,1,1,0,1,1,1,0]","0,0,1,1,1,1,1,0,1,1,1,0",True,False,True
"1,1,1,0,1,1,1,0,0,1,0,0","[""[int(i in [0,1,2,4,5,6,9]) for i in range(12)]""],","1,1,1,0,1,1,1,0,0,1,0,0",True,False,True,"[1,1,1,0,1,1,1,0,0,1,0,0]","1,1,1,0,1,1,1,0,0,1,0,0",True,True,False,"a(n) = [n in {0,1,2,4,5,6,9}] ? 1 : 0 for n=0..11,","1,1,1,0,1,1,1,0,0,1,0,0",True,False,True,x^11 + x^10 + x^9 + x^5 + x^4 + x^3 + x^2,"0,0,1,1,1,1,0,0,0,1,1,1",False,False,True,"[1,1,1,0,1,1,1,0,0,1,0,0]","1,1,1,0,1,1,1,0,0,1,0,0",True,True,False,*not found,False,False,"1,1,1,0,1,1,1,0,0,1,0,0",True,True,*not found,False,False,False,f(n) = (n % 4 == 2) ? 1 : 0,"0,0,1,0,0,1,0,0,1,0,0,1",False,False,False,"print([1,1,1,0,1,1,1,0,0,1,0,0])",True,True,f(n) = n < 3 || (n > 3 && n < 7) || n == 9,"1,1,1,0,1,1,1,0,0,1,0,0",False,True,False,"print(""111011000100"")","1,1,1,0,1,1,1,0,0,1,0,0",True,True,True,False,True,"print(""111011000000"")",True,True,"1,1,1,0,1,1,1,0,0,1,0,0","1,1,1,0,1,1,1,0,0,1,0,0",True,False,True,"print(1,1,1,0,1,1,1,0,0,1,0,0)",True,True,"1,1,1,0,1,1,1,0,0,1,0,0","1,1,1,0,1,1,1,0,0,1,0,0",True,False,True,"print([1,1,1,0,1,1,1,0,0,1,0,0])",True,True,y = 1 - |x mod 12 - 10|,"1,1,1,1,1,1,1,1,1,0,1,1",False,False,False,"print(""111011000100"")",True,True,"f__(n) = 1 if n _ {1,2,3,5,6,7,10,11}; else 0","1,1,1,0,1,1,1,0,0,1,1,0",False,True,False,"print([1,1,1,0,1,1,1,0,0,1,0,0])",True,True,"s(n)=1_if_n_in_[0,1,2,5,6,7,8,9]_else_0",True,"1,1,1,0,0,1,1,1,1,1,0,0",False,False,"print([1,1,1,0,1,1,1,0,0,1,0,0])",True,True,"[1,1,1,0,1,1,1,0,0,1,0,0]","1,1,1,0,1,1,1,0,0,1,0,0",True,False,True
"1,0,1,0,1,0,0,0,0,0,0,0","[""[int(i in [0,2,4]) for i in range(12)]""],","1,0,1,0,1,0,0,0,0,0,0,0",True,False,True,"[1,0,1,0,1,0,0,0,0,0,0,0]","1,0,1,0,1,0,0,0,0,0,0,0",True,True,False,"a(n) = [n in {0,2,4}] ? 1 : 0 for n=0..11,","1,0,1,0,1,0,0,0,0,0,0,0",True,False,True,x^11 + x^9 + x^7,"0,0,0,0,0,0,0,1,0,1,0,1",False,False,True,"[1,0,1,0,1,0,0,0,0,0,0,0]","1,0,1,0,1,0,0,0,0,0,0,0",True,True,False,*not found,False,False,"1,0,1,0,1,0,0,0,0,0,0,0",True,True,*not found,False,False,False,f(n) = (n % 6 == 1) ? 1 : 0,"0,0,0,1,0,0,0,1,0,0,0,1",False,False,False,"print([1,0,1,0,1,0,0,0,0,0,0,0])",True,True,f(n) = n mod 2 == 0 && n < 4,"1,0,1,0,0,0,0,0,0,0,0,0",False,False,False,"print(""101010000000"")","1,0,1,0,1,0,0,0,0,0,0,0",True,True,True,False,True,"print(""101010000000"")",True,True,"1,0,1,0,1,0,0,0,0,0,0,0","1,0,1,0,1,0,0,0,0,0,0,0",True,False,True,"print(1,0,1,0,1,0,0,0,0,0,0,0)",True,True,"1,0,1,0,1,0,0,0,0,0,0,0","1,0,1,0,1,0,0,0,0,0,0,0",True,False,True,"print([1,0,1,0,1,0,0,0,0,0,0,0])",True,True,y = |x mod 4 - 1|,"1,0,0,1,1,0,0,1,1,0,0,1",False,False,False,"print(""101010000000"")",True,True,"f__(n) = 1 if n _ {1,3,5}; else 0","1,0,1,0,1,0,0,0,0,0,0,0",True,True,False,"print([1,0,1,0,1,0,0,0,0,0,0,0])",True,True,"s(n)=1_if_n_in_[0,2,4]_else_0",True,"1,0,1,0,1,0,0,0,0,0,0,0",True,False,"print([1,0,1,0,1,0,0,0,0,0,0,0])",True,True,"[1,0,1,0,1,0,0,0,0,0,0,0]","1,0,1,0,1,0,0,0,0,0,0,0",True,False,True
"0,0,1,1,1,1,1,1,0,1,1,1","[""[int(i in [2,3,4,5,6,7,9,10,11]) for i in range(12)]""],","0,0,1,1,1,1,1,1,0,1,1,1",True,False,True,"[0,0,1,1,1,1,1,1,0,1,1,1]","0,0,1,1,1,1,1,1,0,1,1,1",True,True,False,"a(n) = [n in {2,3,4,5,6,7,9,10,11}] ? 1 : 0 for n=0..11,","0,0,1,1,1,1,1,1,0,1,1,1",True,False,True,x^11 + x^10 + x^9 + x^8 + x^7 + x^6 + x^5 + x^2 + x^1 + x^0,"1,1,1,0,0,1,1,1,1,1,1,1",False,False,True,"[0,0,1,1,1,1,1,1,0,1,1,1]","0,0,1,1,1,1,1,1,0,1,1,1",True,True,False,*not found,False,False,"0,0,1,1,1,1,1,1,0,1,1,1",True,True,*not found,False,False,False,f(n) = (n % 7 == 2) ? 1 : 0,"0,0,1,0,0,0,0,1,0,0,1,0",False,False,False,"print([0,0,1,1,1,1,1,1,0,1,1,1])",True,True,f(n) = (n > 1 && n < 7) || (n > 8),"0,0,1,1,1,1,1,0,0,1,1,1",False,False,False,"print(""001111110111"")","0,0,1,1,1,1,1,1,0,1,1,1",True,True,True,False,True,"print(""001111110111"")",True,True,"0,0,1,1,1,1,1,1,0,1,1,1","0,0,1,1,1,1,1,1,0,1,1,1",True,False,True,"print(0,0,1,1,1,1,1,1,0,1,1,1)",True,True,"0,0,1,1,1,1,1,1,0,1,1,1","0,0,1,1,1,1,1,1,0,1,1,1",True,False,True,"print([0,0,1,1,1,1,1,1,0,1,1,1])",True,True,y = |x mod 12 - 9|,"0,0,0,0,0,0,0,0,1,0,0,0",False,False,False,"print(""001111110111"")",True,True,"f__(n) = 1 if n _ {3,4,5,6,7,8,10,11,12}; else 0","0,0,1,1,1,1,1,1,0,1,1,1",True,True,False,"print([0,0,1,1,1,1,1,1,0,1,1,1])",True,True,"s(n)=1_if_n_in_[2,3,4,5,6,7,9,10,11]_else_0",True,"0,0,1,1,1,1,1,1,0,1,1,1",True,False,"print([0,0,1,1,1,1,1,1,0,1,1,1])",True,True,"[0,0,1,1,1,1,1,1,0,1,1,1]","0,0,1,1,1,1,1,1,0,1,1,1",True,False,True
"1,1,0,0,0,1,0,1,0,1,0,1","[""[int(i in [0,1,5,7,9,11]) for i in range(12)]""],","1,1,0,0,0,1,0,1,0,1,0,1",True,False,True,"[1,1,0,0,0,1,0,1,0,1,0,1]","1,1,0,0,0,1,0,1,0,1,0,1",True,True,False,"a(n) = [n in {0,1,5,7,9,11}] ? 1 : 0 for n=0..11,","1,1,0,0,0,1,0,1,0,1,0,1",True,False,True,x^11 + x^10 + x^5 + x^3 + x^0,"1,0,0,1,0,1,0,0,0,0,1,1",False,False,True,"[1,1,0,0,0,1,0,1,0,1,0,1]","1,1,0,0,0,1,0,1,0,1,0,1",True,True,False,*not found,False,False,"1,1,0,0,0,1,0,1,0,1,0,1",True,True,*not found,False,False,False,f(n) = (n % 5 == 4) ? 1 : 0,"0,0,0,0,1,0,0,0,0,0,1,0",False,False,False,"print([1,1,0,0,0,1,0,1,0,1,0,1])",True,True,f(n) = (n < 2 || n == 5 || n == 7 || n == 9 || n == 11),"1,1,0,0,0,1,0,1,0,1,0,1",True,True,False,"print(""110100101010"")","1,1,0,0,0,1,0,1,0,1,0,1",True,True,True,False,True,"print(""110100101010"")",True,True,"1,1,0,0,0,1,0,1,0,1,0,1","1,1,0,0,0,1,0,1,0,1,0,1",True,False,True,"print(1,1,0,0,0,1,0,1,0,1,0,1)",True,True,"1,1,0,0,0,1,0,1,0,1,0,1","1,1,0,0,0,1,0,1,0,1,0,1",True,False,True,"print([1,1,0,0,0,1,0,1,0,1,0,1])",True,True,y = |x mod 5 - 2| + |x mod 3 - 1|,"1,2,2,1,1,2,2,1,1,2,2,1",False,False,False,"print(""110100101010"")",True,True,"f__(n) = 1 if n _ {1,2,6,8,10,12}; else 0","1,1,0,0,0,1,0,1,0,1,0,1",True,True,False,"print([1,1,0,0,0,1,0,1,0,1,0,1])",True,True,"s(n)=1_if_n_in_[0,1,5,7,9,10,11]_else_0",True,"1,1,0,0,0,1,0,1,0,1,1,1",False,False,"print([1,1,0,0,0,1,0,1,0,1,0,1])",True,True,"[1,1,0,0,0,1,0,1,0,1,0,1]","1,1,0,0,0,1,0,1,0,1,0,1",True,False,True
"0,0,0,0,0,1,0,1,1,0,1,0","[""[int(i in [5,7,8,10]) for i in range(12)]""],","0,0,0,0,0,1,0,1,1,0,1,0",True,False,True,"[0,0,0,0,0,1,0,1,1,0,1,0]","0,0,0,0,0,1,0,1,1,0,1,0",True,True,False,"a(n) = [n in {5,7,8,10}] ? 1 : 0 for n=0..11,","0,0,0,0,0,1,0,1,1,0,1,0",True,False,True,x^9 + x^6 + x^5 + x^2,"0,0,1,0,0,1,1,0,0,1,0,0",False,False,True,"[0,0,0,0,0,1,0,1,1,0,1,0]","0,0,0,0,0,1,0,1,1,0,1,0",True,True,False,*not found,False,False,"0,0,0,0,0,1,0,1,1,0,1,0",True,True,*not found,False,False,False,f(n) = (n % 6 == 3) ? 1 : 0,"0,0,1,0,0,0,1,0,0,1,0,0",False,False,False,"print([0,0,0,0,0,1,0,1,1,0,1,0])",True,True,f(n) = (n == 5 || n == 7 || n == 8 || n == 10),"0,0,0,0,0,1,0,1,1,0,1,0",True,True,False,"print(""000000010100"")","0,0,0,0,0,1,0,1,1,0,1,0",True,True,True,False,True,"print(""000000010100"")",True,True,"0,0,0,0,0,1,0,1,1,0,1,0","0,0,0,0,0,1,0,1,1,0,1,0",True,False,True,"print(0,0,0,0,0,1,0,1,1,0,1,0)",True,True,"0,0,0,0,0,1,0,1,1,0,1,0","0,0,0,0,0,1,0,1,1,0,1,0",True,False,True,"print([0,0,0,0,0,1,0,1,1,0,1,0])",True,True,y = 1 - |x mod 12 - 11|,"0,0,0,0,0,0,0,0,0,0,0,1",False,False,False,"print(""000000010100"")",True,True,"f__(n) = 1 if n _ {6,8,10}; else 0","0,0,0,0,0,1,0,1,0,1,0,0",False,True,False,"print([0,0,0,0,0,1,0,1,1,0,1,0])",True,True,"s(n)=1_if_n_in_[5,7,8,10]_else_0",True,"0,0,0,0,0,1,0,1,1,0,1,0",True,False,"print([0,0,0,0,0,1,0,1,1,0,1,0])",True,True,"[0,0,0,0,0,1,0,1,1,0,1,0]","0,0,0,0,0,1,0,1,1,0,1,0",True,False,True
"0,0,1,1,1,1,1,1,0,0,1,1","[""[int(i in [2,3,4,5,6,7,10,11]) for i in range(12)]""],","0,0,1,1,1,1,1,1,0,0,1,1",True,False,True,"[0,0,1,1,1,1,1,1,0,0,1,1]","0,0,1,1,1,1,1,1,0,0,1,1",True,True,False,"a(n) = [n in {2,3,4,5,6,7,10,11}] ? 1 : 0 for n=0..11,","0,0,1,1,1,1,1,1,0,0,1,1",True,False,True,x^11 + x^10 + x^9 + x^8 + x^7 + x^6 + x^2 + x^1,"0,1,1,0,0,0,1,1,1,1,1,1",False,False,True,"[0,0,1,1,1,1,1,1,0,0,1,1]","0,0,1,1,1,1,1,1,0,0,1,1",True,True,False,*not found,False,False,"0,0,1,1,1,1,1,1,0,0,1,1",True,True,*not found,False,False,False,f(n) = (n % 7 == 3) ? 1 : 0,"0,0,0,1,0,0,0,1,0,0,0,1",False,False,False,"print([0,0,1,1,1,1,1,1,0,0,1,1])",True,True,f(n) = (n > 1 && n < 7) || n == 10 || n == 11,"0,0,1,1,1,1,1,0,0,0,1,1",False,False,False,"print(""000011110100"")","0,0,1,1,1,1,1,1,0,0,1,1",True,True,True,False,True,"print(""000011110100"")",True,True,"0,0,1,1,1,1,1,1,0,0,1,1","0,0,1,1,1,1,1,1,0,0,1,1",True,False,True,"print(0,0,1,1,1,1,1,1,0,0,1,1)",True,True,"0,0,1,1,1,1,1,1,0,0,1,1","0,0,1,1,1,1,1,1,0,0,1,1",True,False,True,"print([0,0,1,1,1,1,1,1,0,0,1,1])",True,True,y = |x mod 3 - 1|,"0,1,0,0,1,0,0,1,0,0,1,0",False,False,False,"print(""000011110100"")",True,True,"f__(n) = 1 if n _ {3,4,5,6,7,8,10,11}; else 0","0,0,1,1,1,1,1,1,0,1,1,0",False,True,False,"print([0,0,1,1,1,1,1,1,0,0,1,1])",True,True,"s(n)=1_if_n_in_[2,3,4,5,6,7,9,10]_else_0",True,"0,0,1,1,1,1,1,1,0,1,1,0",False,False,"print([0,0,1,1,1,1,1,1,0,0,1,1])",True,True,"[0,0,1,1,1,1,1,1,0,0,1,1]","0,0,1,1,1,1,1,1,0,0,1,1",True,False,True
